Mischievous.;Ist hinterhältig.;
Thoroughly cunning.;Ist äußerst gerissen.;
Often lost in thought.;Ist oft in Gedanken.;
Very finicky.;Ist sehr pedantisch.;
Strong willed.;Besitzt starken Willen.;
Somewhat vain.;Ist etwas eitel.;
Strongly defiant.;Ist sehr aufsässig.;
Hates to lose.;Hasst Niederlagen.;
Somewhat stubborn.;Ist dickköpfig.;
Likes to run.;Liebt es, zu rennen.;
Alert to sounds.;Achtet auf Geräusche.;
Impetuous and silly.;Ist ungestüm und einfältig.;
Somewhat of a clown.;Ist fast wie eine Clown.;
Quick to flee.;Flüchtet schnell.;
spicy;scharf;
sour;saur;
sweet;süß;
dry;trocken;
bitter;bitter;
all;all;
HP;HP;
Attack;Angriff;
Defense;Verteidigung;
Sp. Attack;Spez Angr.;
Sp. Def.;Sepz. Vert.;
Speed;Initiative;
Evasion;Fluchtwert;
Accuracy;Genauigkeit;
%s's %s did not change.;%.0s%s von %s bleibt unverändert.;
%s's %s rose.;%.0s%s von %s steigt.;
%s's %s rose sharply.;%.0s%s von %s steigt stark.;
%s's %s rose drastically.;%.0s%s von %s steigt drastisch.;
%s's %s fell.;%.0s%s von %s sinkt.;
%s's %s harshly fell.;%.0s%s von %s sinkt stark.;
%s's %s severely fell.;%.0s%s von %s sinkt drastisch.;
%s %s sends out %s.;%s %s schickt %s in den Kampf.;
F I G H T;K A M P F;
POKÉMON;POKÉMON;
RUN;FLUCHT;
BAG;BEUTEL;
BACK;ZURÜCK;
%s sets up a trap.;%s legt eine Falle.;
%s is tightening its focus.;%s verschärft seinen Fokus.;
%s's beak glows.;Der Schnabel von %s glüht.;
%s returned to you.;%s kam zu dir zurück.;
That is enough %s!;Das reicht, %s!;
%s returned to %s.;%s kommt zu %s zurück.;
%s withdrew %s.;%s ruft %s zurück.;
%s recharges.;%s lädt sich wieder auf.;
%s became confused.;%s ist vor Erschöpfung verwirrt.;
%s ate its %s. Its confusion vanished.;%s isst die %s. Es ist nicht mehr verwirrt.;
%s ate its %s.;%s isst die %s.;
%s evaded the attack.;%s weicht aus.;
%s passes its %s. The %s found its purpose.;%s gibt seine %s weiter. Die %s findet ihre Bestimmung.;
The %s protects %s.;Die %s schützt %s.;
%s obtained the %s.;%s erhält das Item %s.;
It has no effect on %s|;Es hat keine Wirkung auf %s|;
It is super effective on %s.;Es ist sehr effektiv gegen %s.;
It is not very effective on %s.;Es ist nicht sehr effektiv gegen %s.;
%s is hit by the recoil.;Der Rückstoß schadet %s.;
%s restores some HP.;%s heilt ein paar KP.;
%s fainted.;%s wurde besiegt.;
It missed %s.;%s weicht aus.;
A critical hit!;Ein Volltreffer!;
%s prepares a move.;%s bereitet einen Angriff vor.;
%s is confused.;%s ist verwirrt.;
%s snapped out of its confusion.;%s ist nicht mehr verwirrt.;
It hurt itself in its confusion.;Es hat sich in seiner Verwirrung selbst verletzt.;
%s flinches.;%s schreckt zurück.;
%s is frozen solid.;%s ist gefroren.;
%s was thawed.;%s ist aufgetaut.;
%s is asleep.;%s schläft.;
%s woke up.;%s ist aufgewacht.;
%s is paralyzed. It can't move.;%s ist paralysiert. Es kann nicht angreifen.;
%s is immobilized by its love.;%s ist starr vor Liebe.;
The weather didn't change.;Das Wetter bleibt unverändert.;
It failed.;Es schlug fehl.;
%s became fully charged due to its Power Herb!;Dank Energiekraut ist %s sofort bereit!;
%s looses some HP.;%s verliert ein paar KP.;
%s made a wish upon its %s.;%s wünscht sich Stärke von seinem %s.;
%s's wish for power was granted!;Der Wunsch von %s wurde erhöhrt!;
the wild %s;%s (wild);
the foe's %s;%s (Gegner);
The wild %s;%s (wild);
The foe's %s;%s (Gegner);
This tree looks like it can be cut down.;Ein kleiner Baum.;
This rock appears to be breakable.;Ein kleiner Felsen.;
A huge whirlpool.;Ein riesiger Strudel.;
The water is a deep blue|;Das Wasser ist tiefblau|;
The sea is deep here.;Das Wasser ist sehr tief.;
It's a big boulder.;Ein großer Felsen.;
The wall is very rocky|;Eine steile Felswand|;
It's a large Waterfall.;Ein großer Wasserfall.;
Something moved!;Da hat sich etwas bewegt!;
Light is shining from the surface.;Licht scheint von der Oberfläche.;
Select;Auswählen;
Status;Status;
Give Item;Item geben;
Take Item;Item nehmen;
Use Item;Item nutzen;
Swap;Austauschen;
PokéDex;PokéDex;
Cancel;Zurück;
Deselect;Abwählen;
Select %hhu Pokémon!;Wähle %hhu Pokémon!;
Select a Pokémon!;Wähle ein Pokémon!;
Gave %s\nto %s.;%s an\n%s gegeben.;
Choose these Pokémon?;Diese Pokémon wählen?;
Choose this Pokémon?;Dieses Pokémon wählen?;
Dex No.;Dex Nr.;
Name;Name;
OT;OT;
ID No.;Id Nr.;
Exp.;E.-Pkt.;
Next;Nächst.;
Level;Level;
Pokémon Info;Pokémon-Info;
It looks like this Egg;Was da wohl schlüpfen;
will take a long time;wird? Es dauert wohl;
to hatch.;noch lange.;
It appears to move;Hat es sich gerade;
occasionally. It may;bewegt? Da tut sich;
be close to hatching.;wohl bald was.;
Sounds can be heard;Jetzt macht es schon;
coming from inside!;Geräusche! Bald ist;
It will hatch soon!;es wohl soweit!;
A mysterious Pokémon;Ein rätselhaftes;
Egg received;Pokémon-Ei erhalten;
from;vom;
in/at;in/bei;
from;von;
A highly mysterious;Ein äußerst seltsames;
Pokémon Egg that;Pokémon-Ei, das;
somehow reached you;irgendwie zu dir fand;
Item;Item;
Ability;Fähigkeit;
^;Wesen: ;
 nature.;^;
Egg received.;Ei erhalten.;
Had a fateful encunter.;Schicksalhafte Begegnung.;
Egg hatched.;Ei geschlüpft.;
Egg apparently hatched.;Ei offenbar geschlüpft.;
Met at Lv. %hu.;Erhalten mit Lv. %hu.;
Apparently met at Lv. %hu.;Offenbar erhalten mit Lv. %hu.;
Had a fateful enc. at Lv. %hu.;Schicksalhafte Begeg. mit Lv. %hu.;
App. had a fatef. enc. at Lv. %hu.;Off. schicks. Begeg. mit Lv. %hu.;
Likes ;Mag ;
%s ;%se ;
Pokéblocks.;Pokériegel.;
%2hhu/%2hhu;%2hhu/%2hhu;
Nature;Wesen;
Move Pokémon;Pokémon bewegen;
Show Party;Team-PKMN;
Hide Party;Box-PKMN;
Move;Bewegen;
Summary;Details;
Release;Freilassen;
Give Item;Item geben;
Take Item;Item nehm.;
Cancel;Abbrechen;
Huh? The evolution\nwas interrupted|;Huh? Die Entwicklung\nwurde abgebrochen|;
%s hatched from the Egg!;%s schlüpfte aus dem Ei!;
Power: %hhu;Stärke: %hhu;
Accuracy: %hhu;Genauigkeit: %hhu;
(never misses);(trifft immer);
%s's\n%s%.0s;%.0s%s\nvon %s;
You encountered a wild %s!;Ein wildes %s erscheint!;
Go %s!;Los %s!;
%s detects %s.;%s erkennt %s.;
%s shudders.;%s erschaudert.;
%s identifies %s.;%s erkennt %s.;
%s identifies %s and %s.;%s erkennt %s und%s.;
Hit %hhu times.;%hhu Mal getroffen.;
Details;Details;
Deregister;Registrieren;
%s did not learn %s.;%s hat %s nicht erlernt.;
Mystery Gift;Geheimgeschehen;
T R A I N E R'S   C A R D;T R A I N E R P A S S;
Name;Name;
Play time;Spielzeit;
Money;Geld;
PokéDex;PokéDex;
Adventure started on %s;Abenteuer gest. am %s;
Last save created in/at %s\non %s, %02hhu:%02hhu;Zuletzt gesp. in/bei %s\nam %s um %02hhu:%02hhu.;
No save data in this slot.;Kein Spielstand in diesem Slot.;
Pokémon;Pokémon;
PokéDex;PokéDex;
Bag;Beutel;
Trainer ID;Trainerpass;
Save;Sichern;
Options;Optionen;
Text Speed;Textgeschw.;
Language;Sprache;
BGM;Musik;
SFX;Soundeffekte;
Difficulty;Schwierigkeit;
Wallpaper;Hintergrund;
Slow;Langs.;
Medium;Mittel;
Fast;Schnell;
On;An;
Off;Aus;
Wynaut;Isso;
Skitty;Eneco;
Absol;Absol;
Sound disabled;Musik deaktiviert;
Hoenn Pokémon League Badges;Hoenn Pokémon-Liga Orden;
Battle Frontier Symbols;Kampfzonensymbole;
%s obtained\nthe %s!;%s erhielt\n%s!;
Choose the %s Pokémon %s?;Das %s-Pokémon %s wählen?;
Prof. Birch is in trouble!\nRelease a Pokémon and rescue him!;Prof. Birk ist in Schwierigkeiten!\nSchnapp' dir ein Pokémon und hilf ihm!;
BACKSPACE;ENTFERNEN;
ENTER;ENTER;
Hello..?\nCan you hear me?;Hallo..?\nKannst du mich hören?;
Nice! Your PokéNav seems to be working just fine.;Gut! Dein PokéNav funktioniert schonmal.;
My name is Birch, but everyone calls me Pokémon Professor.;Mein Name ist Birk, aber jeder nennt mich Pokémon Professor.;
But first of all, welcome to the world of Pokémon!;Aber zunächst, willkommen in der Welt der Pokémon!;
This is what we call a [129]Pokémon.\";Dies ist ein sogenanntes [131]Pokémon[129].;
This world is widely inhabited by creatures known as Pokémon.;Auf dieser Welt leben Wesen, die als Pokémon bekannt sind.;
We humans live alongside Pokémon, at times as friendly playmates,;Wir Menschen leben Seite an Seite mit ihnen, manchmal als Freunde,;
at times as cooperative workmates.;manchmal auch als Arbeitskollegen.;
And sometimes, we band together and battle others like us.;Und manchmal schließen wir uns zusammen und tragen Kämpfe aus.;
But despite our closeness, there is much to learn about Pokémon.;Und dennoch gibt es noch viel über die Pokémon zu lernen.;
In fact, there are many, many secrets surrounding Pokémon.;Es gibt noch viele, viele Geheimnisse um die Pokémon.;
To unravel Pokémon mysteries, I've been undertaking research.;Um ihre Mysterien aufzudecken, widme ich mich der Forschung.;
That's what I do.;Ja, genau das tue ich.;
Ah sorry, I got carried away|;Ah, ich schweife ab|;
I am calling because I need some information from you.;Ich rufe an, weil ich noch ein paar Informationen von dir benütige.;
For now, just complete your profile in your PokéNav.;Kannst du bitte dein PokéNav-Profil ausfüllen?;
Choose a picture!;Wähle ein Bild!;
Your name?;Dein Name?;
Are you fine with your profile?;Ist dieses Profil so in Ordnung?;
Brendan;Brix;
May;Maike;
Alright ;Also gut ;
, are you ready?;, bist du bereit?;
Your very own adventure is about to unfold.;Dein ganz eigenes Abenteuer wird nun beginnen.;
Take courage, and leap into the world of Pokémon,;Hab nur Mut, und stürze dich in die Welt der Pokémon,;
where dreams, adventure, and friendships await!;wo Abenteuer, Träume und Freundschaften warten.;
Well, I'll be expecting you later.\nCome see me in my Pokémon Lab.;Ah, komm später in mein Pokémon-\nLabor, ich erwarte dich dort.;
Buy;Kaufen;
Sell;Verkaufen;
Welcome!\nHow may I help you today?;Willkommen!\nWie kann ich helfen?;
Money: $%lu;Geld: $%lu;
BP: %lu;GP: %lu;
Coins: %lu;Münzen: %lu;
In Bag: %lu;Beutel: %lu;
%s, sure!\nHow many do you need?;%s, gerne!\nWie viele Exemplare benötigst du?;
%s, and you want %ld? This will be $%lu then.;%s und du möchtest %ld? Das macht dann $%lu.;
%s, and you want %ld? This will be %lu BP then.;%s und du möchtest %ld? Das macht dann %lu GP.;
%s, and you want %ld? This will be %lu coins then.;%s und du möchtest %ld? Das macht dann %lu Münzen.;
You don't have enough money.;Du hast nicht genug Geld.;
You don't have enough BP.;Du hast nicht genug GP.;
You don't have enough coins.;Du hast nicht genug Münzen.;
I cannot buy this item.;Ich kann dieses Item nicht kaufen.;
Sell;Verkaufen;
I can pay you $%lu. Is this fine?;Ich kann $%lu zahlen. Ist das ok?;
Do you really want to toss this item?;Willst du dieses Item wirklich wegwerfen?;
Gotcha! %s was caught!;Toll! %s wurde gefangen!;
Oh, no! It broke free!;Mist! Es hat sich befreit!;
Aww! It appeared to be caught!;Oh. Fast hätte es geklappt!;
Aargh! Almost had it!;Mist! Das war knapp!;
Shoot! It was so close, too!;Verflixt! Es war doch fast gefangen.;
The weather became normal again.;Das Wetter wird wieder normal.;
It started to rain.;Es beginnt zu regnen.;
It started to hail.;Es beginnt zu hageln.;
The air became foggy.;Dichter Nebel zieht auf.;
A sandstorm formed.;Ein Sandsturm zieht auf.;
The sunlight turned harsh.;Das Sonnenlicht wird stärker.;
A heavy rain began to fall.;Es beginnt enorm zu regnen.;
The sunlight turned extremely harsh.;Das Sonnenlicht wird enorm krärker.;
Mysterious strong winds are protecting Flying-type Pokémon.;Starke Winde schützen Flug-Pokémon.;
Rain continues to fall.;Es regnet weiter.;
Hail continues to fall.;Es hagelt.;
The air is foggy.;Dichter Nebel.;
The sandstorm rages.;Der Sandsturm wütet.;
The sunlight is harsh.;Das Sonnenlicht ist stark.;
Heavy rain continues to fall.;Enormer Regen.;
The extremely harsh sunlight continues.;Extremes Sonnenlicht.;
Strong winds continue to blow.;Starke Winde.;
The battlefield became normal.;Das Feld wird normal.;
The battlefield became weird.;Das Feld wird komisch.;
An electric current runs across the battlefield.;Eine elektrische Strömung fließt durch das Feld.;
Mist swrils around the battlefield.;Das Feld wird in Nebel gehüllt.;
Grass grew to cover the battlefield.;Gras wächst über das Feld.;
A deluge of ions showers the battlefield.;Ein elektrisch geladener Niederschlag regnet auf das Feld herab.;
It created a strange room in which items no longer work.;Es entsteht ein Raum, in dem keine Items mehr funktionieren.;
It created a bizarre area in which the Defense and Sp. Defense stats are swapped.;Es entsteht ein Raum, in dem Vert. und Sp.Vert. vertauscht sind.;
It twisted the dimensions.;Es hat die Dimensionen verdreht.;
The gravity intensifies.;Die Schwerkraft wird stärker.;
Fire's power was weakened.;Die Stärke des Feuers wird geschwächt.;
Electricity's power was weakened.;Die Stärke der Elektrizität wird geschwächt.;
All Pokémon become locked to the field for the next turn.;Alle Pokémon sind für eine Runde an das Feld gebunden.;
The ion shower disappeared.;Der elektrisch geladene Niederschlag verschwindet.;
The Magic Room disappeared.;Der Magieraum verschwindet.;
The Wonder Room disappeared.;Der Wunderraum verschwindet.;
The twisted dimensions returned to normal.;Die Dimensionen sind wieder normal.;
The gravity became normal again.;Die Schwerkraft ist wieder normal.;
Fire's power returned to normal;Die Stärke des Feuers ist wieder normal;
Electricity's power returned to normal.;Die Stärke der Elektrizität ist wieder normal.;
The Fairy Lock stopped.;Feenschloss lässt nach.;
%s is poisoned.;%s ist vergiftet.;
%s is badly poisoned.;%s ist schwer vergiftet.;
%s is burned.;%s ist verbrannt.;
%s restores some HP by listening to the soothing sound of its Shell Bell.;%s lauscht dem beruhigenden Klang seines Seegesangs und heilt ein paar KP.;
%s is harmed by its curse.;Der Fluch schadet %s.;
%s restores some HP using its roots.;Die Wurzeln von %s heilen ein paar KP.;
%s's Aqua Ring restores some HP.;Der Wasserring von %s heilt ein paar KP.;
%s is harmed by its nightmare.;Der Alptraum schadet %s.;
%s activated its %s.;%s nutzt sein Item %s.;
%s's Air Balloon popped.;Der Luftballon von %s platzte.;
%s drank its %s.;%s trank sein %s.;
%s dives.;%s taucht ab.;
%s dug a hole.;%s gräbt sich ein.;
%s flies up high.;%s fliegt hoch.;
%s jumps up high.;%s springt hoch.;
%s <SKYDROP>.;%s <SKYDROP>;
%s disappeared.;%s verschwindet.;
%s continues and crashes.;%s macht weiter und bricht zusammen.;
It's a one-hit KO!;Ein K.O.-Treffer!;
%s lost its focus and cannot attack.;%s hat seinen Fokus verloren und kann nicht angreifen.;
%s's trap failed.;Die Falle von %s bleibt wirkungslos.;
Pokémon Trainer;Pokémon-Trainer;
%s %s used %s.;%s %s setzt %s ein.;
You earned $%lu.;Du gewinnst $%lu.;
You payed $%lu to the winner.;Du zahlst dem Gewinner $%lu.;
Ash: $%lu grams;Asche: $%lu Gramm;
You don't have enough ash.;Du hast nicht genug Asche.;
%s? I can make one for %lu grams ash.;%s? Alles klar, das macht dann %lu Gramm Asche.;
Collected ash: %lu grams.;Gesammelte Asche: %lu Gramm.;
A big boulder that became moveable thanks to your Pokémon's Strength.;Ein großer Felsen, der durch die Stärke deiner Pokémon bewegbar wurde.;
You booted up the PC.;Du hast den PC angeschaltet.;
It's a map of the Hoenn region.;Eine Karte der Hoenn-Region.;
You scurried to a Pokémon Center,\nprotecting your exhausted\nand fainted Pokémon\nfrom further harm|;Du rennst zu einem Pokémon-Center\num deine erschöpten und\nbesiegten Pokémon vor\nweiterem Schaden zu schützen|;
You scurried back home,\nprotecting your exhausted\nand fainted Pokémon\nfrom further harm|;Du rennst zurück nach Hause\num deine erschöpten\nund besiegten Pokémon vor\nweiterem Schaden zu schützen|;
Obtained %hu times the\nitem %s.;%hu-mal das Item\n%s erhalten.;
Obtained %s.;%s erhalten.;
One %s was planted here.;Eine %s wurde hier gepflanzt.;
The %s that was planted here has sprouted.;Die %s, die hier geflanzt wurde ist ausgetrieben.;
The %s plant is growing bigger.;Die %s wächst.;
The %s plant is in full bloom.;Die %s blüht.;
The %s plant carries %hhu berries.;Die %s trägt %hhu Beeren.;
Would you like to harvest the berries?;Möchtest du die Beeren ernten?;
The soil is very soft.\nWould you like to plant a berry?;Der Boden ist sehr weich\nMöchtest du eine Beere einpflanzen?;
Planted a %s.;%s eingepflanzt.;
You watered the berry plant.;Du hast die Beerenpflanze gegossen.;
Would you like to water the berries?;Möchtest du die Beeren gießen?;
No. ;Nr. ;
P O K É D E X;P O K É D E X;
Hoenn PokéDex;Hoenn-PokéDex;
National PokéDex;Nationaler PokéDex;
Seen;Ges.;
Own;Gef.;
???;???;
%s Pokémon  HT %.1f m  WT %.1f kg;%s-Pokémon  GR %.1f m  GW %.1f kg;
Seen: %hu;Gesehen: %hu;
Own: %hu;Gefangen: %hu;
Ludicobox;Kappalobox;
Little Root;Kleine Wurzel;
Abandon Ship;Verlasse Schiff;
Battle-Sinnoh;Kampf-Sinnoh;
Battles Ahead;Kämpfe Vorraus;
Battle-Gym Leader;Kampf-Arenaleiter;
Battle-Rival;Kampf-Rivale;
A Palace for Battles;Ein Palast der Kämpfe;
Battle-Roaming Beast;Kampf-Streifendes Biest;
Battle-Sky High;Kampf-Himmelhoch;
Battle-Team AM;Kampf-Team AM;
Battle-Trainer;Kampf-Trainer;
Battles to the Top;Bis nach Ganz Oben;
Battle-Wild Pokémon;Kampf-Wildes Pokémon;
Battle-Rare Pokémon;Kampf-Spz. Pokémon;
Darkness Everywhere;Finsternis Überall;
Lonely Cliff;Einsame Klippe;
Mastering the Bike;Zu Rad;
Riding the Waves;Zu See;
Exploring the Deep Sea;Abgetaucht;
Storm of Sand;Sturm aus Sand;
Beach Time;Strand-Zeit;
Orange Leaves;Herbstfarben;
Onwards;Vorran;
Golden Radiance;Goldener Glanz;
Flowers to the World;Blumen in die Welt;
Small Gardens;Kleine Gärten;
Help!;Hilfe!;
A Lake's Secret;Des Sees Mysterium;
Where the Sea Begins;Wo die See Beginnt;
Round and Round;Groß und Rund;
Celebrating Art;Für die Kunst;
Celebrating the Sea;Für die See;
Falling Meteors;Fallende Meteore;
Atop a Volcano;Auf einem Vulkan;
Mysterious Gifts;Wundersame Geschenke;
