0384;TM57;
0385;TM58;
0386;TM59;
0387;TM60;
0388;TM61;
0389;TM62;
0390;TM63;
0391;TM64;
0392;TM65;
0393;TM66;
0394;TM67;
0395;TM68;
0396;TM69;
0397;TM70;
0398;TM71;
0399;TM72;
0400;TM73;
0401;TM74;
0402;TM75;
0403;TM76;
0404;TM77;
0405;TM78;
0406;TM79;
0407;TM80;
0408;TM81;
0409;TM82;
0410;TM83;
0411;TM84;
0412;TM85;
0413;TM86;
0414;TM87;
0415;TM88;
0416;TM89;
0417;TM90;
0418;TM91;
0419;TM92;
0420;HM01;
0421;HM02;
0422;HM03;
0423;HM04;
0424;HM05;
0425;HM06;
0426;HM07;
0427;HM08;
0428;Explorer Kit;
0429;Loot Sack;
0430;Rule Book;
0431;Poké Radar;
0432;Point Card;
0433;Journal;
0434;Seal Case;
0435;Fashion Case;
0436;Seal Bag;
0437;Pal Pad;
0438;Works Key;
0439;Old Charm;
0440;Galactic Key;
0441;Red Chain;
0442;Town Map;
0443;Vs. Seeker;
0444;Coin Case;
0445;Old Rod;
0446;Good Rod;
0447;Super Rod;
0448;Sprayduck;
0449;Poffin Case;
0450;Bike;
0451;Suite Key;
0452;Oak's Letter;
0453;Lunar Wing;
0454;Member Card;
0455;Azure Flute;
0456;S.S. Ticket;
0457;Contest Pass;
0458;Magma Stone;
0459;Parcel;
0460;Coupon 1;
0461;Coupon 2;
0462;Coupon 3;
0463;Storage Key;
0464;Secret Potion;
0465;Vs. Recorder;
0466;Gracidea;
0467;Secret Key;
0468;Apricorn Box;
0469;Unown Report;
0470;Berry Pots;
0471;Dowsing Machine;
0472;Blue Card;
0473;Slowpoke Tail;
0474;Clear Bell;
0475;Card Key;
0476;Basement Key;
0477;Squirt Bottle;
0478;Red Scale;
0479;Lost Item;
0480;Pass;
0481;Machine Part;
0482;Silver Wing;
0483;Rainbow Wing;
0484;Mystery Egg;
0485;Red Apricorn;
0486;Blue Apricorn;
0487;Yellow Apricorn;
0488;Green Apricorn;
0489;Pink Apricorn;
0490;White Apricorn;
0491;Black Apricorn;
0492;Fast Ball;
0493;Level Ball;
0494;Lure Ball;
0495;Heavy Ball;
0496;Love Ball;
0497;Friend Ball;
0498;Moon Ball;
0499;Sport Ball;
0500;Park Ball;
0501;Photo Album;
0502;GB Sounds;
0503;Tidal Bell;
0504;Rage Candy Bar;
0505;Data Card 01;
0506;Data Card 02;
0507;Data Card 03;
0508;Data Card 04;
0509;Data Card 05;
0510;Data Card 06;
0511;Data Card 07;
0512;Data Card 08;
0513;Data Card 09;
0514;Data Card 10;
0515;Data Card 11;
0516;Data Card 12;
0517;Data Card 13;
0518;Data Card 14;
0519;Data Card 15;
0520;Data Card 16;
0521;Data Card 17;
0522;Data Card 18;
0523;Data Card 19;
0524;Data Card 20;
0525;Data Card 21;
0526;Data Card 22;
0527;Data Card 23;
0528;Data Card 24;
0529;Data Card 25;
0530;Data Card 26;
0531;Data Card 27;
0532;Jade Orb;
0533;Lock Capsule;
0534;Red Orb;
0535;Blue Orb;
0536;Enigma Stone;
0537;Prism Scale;
0538;Eviolite;
0539;Float Stone;
0540;Rocky Helmet;
0541;Air Balloon;
0542;Red Card;
0543;Ring Target;
0544;Binding Band;
0545;Absorb Bulb;
0546;Cell Battery;
0547;Eject Button;
0548;Fire Gem;
0549;Water Gem;
0550;Electric Gem;
0551;Grass Gem;
0552;Ice Gem;
0553;Fighting Gem;
0554;Poison Gem;
0555;Ground Gem;
0556;Flying Gem;
0557;Psychic Gem;
0558;Bug Gem;
0559;Rock Gem;
0560;Ghost Gem;
0561;Dragon Gem;
0562;Dark Gem;
0563;Steel Gem;
0564;Normal Gem;
0565;Health Feather;
0566;Muscle Feather;
0567;Resist Feather;
0568;Genius Feather;
0569;Clever Feather;
0570;Swift Feather;
0571;Pretty Feather;
0572;Cover Fossil;
0573;Plume Fossil;
0574;Liberty Pass;
0575;Pass Orb;
0576;Dream Ball;
0577;Poké Toy;
0578;Prop Case;
0579;Dragon Skull;
0580;Balm Mushroom;
0581;Big Nugget;
0582;Pearl String;
0583;Comet Shard;
0584;Relic Copper;
0585;Relic Silver;
0586;Relic Gold;
0587;Relic Vase;
0588;Relic Band;
0589;Relic Statue;
0590;Relic Crown;
0591;Casteliacone;
0592;???;
0593;???;
0594;???;
0595;???;
0596;???;
0597;???;
0598;???;
0599;???;
0600;???;
0601;???;
0602;???;
0603;???;
0604;???;
0605;???;
0606;???;
0607;???;
0608;???;
0609;???;
0610;???;
0611;???;
0612;???;
0613;???;
0614;???;
0615;???;
0616;Light Stone;
0617;Dark Stone;
0618;TM93;
0619;TM94;
0620;TM95;
0621;Xtransceiver;
0622;God Stone;
0623;Gram 1;
0624;Gram 2;
0625;Gram 3;
0626;Xtransceiver;
0627;Medal Box;
0628;DNA Splicers;
0629;DNA Splicers;
0630;Permit;
0631;Oval Charm;
0632;Shiny Charm;
0633;Plasma Card;
0634;Grubby Hanky;
0635;Colress Machine;
0636;Dropped Item;
0637;Dropped Item;
0638;Reveal Glass;
0639;Weakness Policy;
0640;Assault Vest;
0641;Holo Caster;
0642;Prof's Letter;
0643;Roller Skates;
0644;Pixie Plate;
0645;Ability Capsule;
0646;Whipped Dream;
0647;Sachet;
0648;Luminous Moss;
0649;Snowball;
0650;Safety Goggles;
0651;Poké Flute;
0652;Rich Mulch;
0653;Surprise Mulch;
0654;Boost Mulch;
0655;Amaze Mulch;
0656;Gengarite;
0657;Gardevoirite;
0658;Ampharosite;
0659;Venusaurite;
0660;Charizardite X;
0661;Blastoisinite;
0662;Mewtwonite X;
0663;Mewtwonite Y;
0664;Blazikenite;
0665;Medichamite;
0666;Houndoominite;
0667;Aggronite;
0668;Banettite;
0669;Tyranitarite;
0670;Scizorite;
0671;Pinsirite;
0672;Aerodactylite;
0673;Lucarionite;
0674;Abomasite;
0675;Kangaskhanite;
0676;Gyaradosite;
0677;Absolite;
0678;Charizardite Y;
0679;Alakazite;
0680;Heracronite;
0681;Mawilite;
0682;Manectite;
0683;Garchompite;
0684;Latiasite;
0685;Latiosite;
0686;Roseli Berry;
0687;Kee Berry;
0688;Maranga Berry;
0689;Sprinklotad;
0690;TM96;
0691;TM97;
0692;TM98;
0693;TM99;
0694;TM100;
0695;Power Plant Pass;
0696;Mega Ring;
0697;Intriguing Stone;
0698;Common Stone;
0699;Discount Coupon;
0700;Elevator Key;
0701;TMV Pass;
0702;Honor of Kalos;
0703;Adventure Guide;
0704;Strange Souvenir;
0705;Lens Case;
0706;Makeup Bag;
0707;Travel Trunk;
0708;Lumiose Galette;
0709;Shalour Sable;
0710;Jaw Fossil;
0711;Sail Fossil;
0712;Looker Ticket;
0713;Bike;
0714;Holo Caster;
0715;Fairy Gem;
0716;Mega Charm;
0717;???;
0718;Mach Bike;
0719;Acro Bike;
0720;Wailmer Pail;
0721;Devon Parts;
0722;Soot Sack;
0723;Basement Key;
0724;Pokéblock Kit;
0725;Letter;
0726;Eon Ticket;
0727;Scanner;
0728;Go-Goggles;
0729;Meteorite;
0730;Key to Room 1;
0731;Key to Room 2;
0732;Key to Room 4;
0733;Key to Room 6;
0734;Storage Key;
0735;Devon Scope;
0736;S.S. Ticket;
0737;HM09;
0738;Devon Scuba Gear;
0739;Contest Costume;
0740;Contest Costume;
0741;Magma Suit;
0742;Aqua Suit;
0743;Pair of Tickets;
0744;Mega Bracelet;
0745;???;
0746;???;
0747;???;
0748;???;
0749;???;
0750;???;
0751;Meteorite;
0752;Swampertite;
0753;Sceptilite;
0754;Sablenite;
0755;Altarianite;
0756;Galladite;
0757;Audinite;
0758;Metagrossite;
0759;Sharpedonite;
0760;Slowbronite;
0761;Steelixite;
0762;Pidgeotite;
0763;Glalitite;
0764;Diancite;
0765;Prison Bottle;
0766;Mega Cuff;
0767;Cameruptite;
0768;Lopunnite;
0769;Salamencite;
0770;Beedrillite;
0771;Meteorite;
0772;Meteorite;
0773;Key Stone;
0774;Meteorite Shard;
0775;Eon Flute;
0776;Normalium Z;
0777;Firium Z;
0778;Waterium Z;
0779;Electrium Z;
0780;Grassium Z;
0781;Icium Z;
0782;Fightinium Z;
0783;Poisonium Z;
0784;Groundium Z;
0785;Flyinium Z;
0786;Psychium Z;
0787;Buginium Z;
0788;Rockium Z;
0789;Ghostium Z;
0790;Dragonium Z;
0791;Darkinium Z;
0792;Steelium Z;
0793;Fairium Z;
0794;Pikanium Z;
0795;Bottle Cap;
0796;Gold Bottle Cap;
0797;Z-Ring;
0798;Decidium Z;
0799;Incinium Z;
0800;Primarium Z;
0801;Tapunium Z;
0802;Marshadium Z;
0803;Aloraichium Z;
0804;Snorlium Z;
0805;Eevium Z;
0806;Mewnium Z;
0807;Normalium Z;
0808;Firium Z;
0809;Waterium Z;
0810;Electrium Z;
0811;Grassium Z;
0812;Icium Z;
0813;Fightinium Z;
0814;Poisonium Z;
0815;Groundium Z;
0816;Flyinium Z;
0817;Psychium Z;
0818;Buginium Z;
0819;Rockium Z;
0820;Ghostium Z;
0821;Dragonium Z;
0822;Darkinium Z;
0823;Steelium Z;
0824;Fairium Z;
0825;Pikanium Z;
0826;Decidium Z;
0827;Incinium Z;
0828;Primarium Z;
0829;Tapunium Z;
0830;Marshadium Z;
0831;Aloraichium Z;
0832;Snorlium Z;
0833;Eevium Z;
0834;Mewnium Z;
0835;Pikashunium Z;
0836;Pikashunium Z;
0837;Ruby;
0838;Sapphire;
0839;Old Seamap;
0840;Auroraticket;
0841;Forage Bag;
0842;Fishing Rod;
0843;Professor's Mask;
0844;Festival Ticket;
0845;Sparkling Stone;
0846;Adrenaline Orb;
0847;Zygarde Cube;
0848;Rainbow Pass;
0849;Ice Stone;
0850;Ride Pager;
0851;Beast Ball;
0852;Big Malasada;
0853;Red Nectar;
0854;Yellow Nectar;
0855;Pink Nectar;
0856;Purple Nectar;
0857;Sun Flute;
0858;Moon Flute;
0859;Nion Berry;
0860;Enigmatic Card;
0861;Pumkin Berry;
0862;Drash Berry;
0863;Chro Berry;
0864;Rie Berry;
0865;Garc Berry;
0866;Topo Berry;
0867;Nutpea Berry;
0868;Chilan Berry;
0869;Yago Berry;
0870;Strib Berry;
0871;Eggant Berry;
0872;Secret Key;
0873;S.S. Ticket;
0874;Silph Scope;
0875;Parcel;
0876;Card Key;
0877;Gold Teeth;
0878;Lift Key;
0879;Terrain Extender;
0880;Protective Pads;
0881;Electric Seed;
0882;Psychic Seed;
0883;Misty Seed;
0884;Grassy Seed;
0885;???;
0886;???;
0887;???;
0888;???;
0889;???;
0890;???;
0891;???;
0892;???;
0893;???;
0894;???;
0895;???;
0896;???;
0897;Null Plate;
0898;???;
0899;???;
0900;???;
0901;???;
0902;???;
0903;Pewter Crunchies;
0904;Fighting Memory;
0905;Flying Memory;
0906;Poison Memory;
0907;Ground Memory;
0908;Rock Memory;
0909;Bug Memory;
0910;Ghost Memory;
0911;Steel Memory;
0912;Fire Memory;
0913;Water Memory;
0914;Grass Memory;
0915;Electric Memory;
0916;Psychic Memory;
0917;Ice Memory;
0918;Dragon Memory;
0919;Dark Memory;
0920;Fairy Memory;
0921;Solganium Z;
0922;Lunalium Z;
0923;Ultranecrozium Z;
0924;Mimikium Z;
0925;Lycanium Z;
0926;Kommonium Z;
0927;Solganium Z;
0928;Lunalium Z;
0929;Ultranecrozium Z;
0930;Mimikium Z;
0931;Lycanium Z;
0932;Kommonium Z;
0933;Z-Power Ring;
0934;???;
0935;???;
0936;???;
0937;???;
0938;???;
0939;???;
0940;???;
0941;???;
0942;???;
0943;N-Solarizer;
0944;N-Lunarizer;
0945;N-Solarizer;
0946;N-Lunarizer;
0947;???;
0948;???;
0949;???;
0950;???;
0951;???;
0952;???;
0953;???;
0954;???;
0955;???;
0956;???;
0957;???;
0958;???;
0959;???;
0960;Health Candy;
0961;Mighty Candy;
0962;Tough Candy;
0963;Smart Candy;
0964;Courage Candy;
0965;Quick Candy;
0966;Health Candy Max;
0967;Mighty Candy Max;
0968;Tough Candy Max;
0969;Smart Candy Max;
0970;Courage Candy Max;
0971;Quick Candy Max;
0972;Health Candy 0;
0973;Mighty Candy 0;
0974;Tough Candy 0;
0975;Smart Candy 0;
0976;Courage Candy 0;
0977;Quick Candy 0;
0978;???;
0979;???;
0980;???;
0981;???;
0982;???;
0983;???;
0984;???;
0985;???;
0986;???;
0987;???;
0988;???;
0989;???;
0990;???;
0991;???;
0992;???;
0993;???;
0994;???;
0995;???;
0996;???;
0997;???;
0998;???;
0999;???;
1000;???;
1901;???;
1002;???;
1003;???;
1004;???;
1005;???;
1006;???;
1007;???;
1008;???;
1009;???;
1010;???;
1011;???;
1012;???;
1013;???;
1014;???;
1015;???;
1016;???;
1017;???;
1018;???;
1019;???;
1020;???;
1021;???;
1022;???;
1023;???;
1024;???;
1025;???;
1026;???;
1027;???;
1028;???;
1029;???;
1030;???;
1031;???;
1032;???;
1033;???;
1034;???;
1035;???;
1036;???;
1037;???;
1038;???;
1039;???;
1040;???;
1041;???;
1042;???;
1043;???;
1044;???;
1045;???;
1046;???;
1047;???;
1048;???;
1049;???;
1050;???;
1051;???;
1052;???;
1053;???;
1054;???;
1055;???;
1056;???;
1057;???;
1058;???;
1059;???;
1060;???;
1061;???;
1062;???;
1063;???;
1064;???;
1065;???;
1066;???;
1067;???;
1068;???;
1069;???;
1070;???;
1071;???;
1072;???;
1073;???;
1074;Endorsement;
1075;Pokémon Box Link;
1076;Wishing Star;
1077;Dynamax Band;
1078;???;
1079;???;
1080;Fishing Rod;
1081;Rotom Bike;
1082;???;
1083;???;
1084;???;
1085;???;
1086;???;
1087;???;
1088;???;
1089;???;
1090;???;
1091;???;
1092;???;
1093;???;
1094;???;
1095;???;
1096;???;
1097;???;
1098;???;
1099;???;
1100;???;
1101;???;
1102;???;
1103;Rusted Sword;
1104;Rusted Shield;
1105;Fossilized Bird;
1106;Fossilized Fish;
1107;Fossilized Drake;
1108;Fossilized Dino;
1109;Strawberry Sweet;
1110;Love Sweet;
1111;Berry Sweet;
1112;Clover Sweet;
1113;Flower Sweet;
1114;Star Sweet;
1115;Ribbon Sweet;
1116;Sweet Apple;
1117;Tart Apple;
1118;Throat Spray;
1119;Eject Pack;
1120;Heavy-Duty Boots;
1121;Blunder Policy;
1122;Room Service;
1123;Utility Umbrella;
1124;Exp. Candy XS;
1125;Exp. Candy S;
1126;Exp. Candy M;
1127;Exp. Candy L;
1128;Exp. Candy XL;
1129;???;
1130;TR00;
1131;TR01;
1132;TR02;
1133;TR03;
1134;TR04;
1135;TR05;
1136;TR06;
1137;TR07;
1138;TR08;
1139;TR09;
1140;TR10;
1141;TR11;
1142;TR12;
1143;TR13;
1144;TR14;
1145;TR15;
1146;TR16;
1147;TR17;
1148;TR18;
1149;TR19;
1150;TR20;
1151;TR21;
1152;TR22;
1153;TR23;
1154;TR24;
1155;TR25;
1156;TR26;
1157;TR27;
1158;TR28;
1159;TR29;
1160;TR30;
1161;TR31;
1162;TR32;
1163;TR33;
1164;TR34;
1165;TR35;
1166;TR36;
1167;TR37;
1168;TR38;
1169;TR39;
1170;TR40;
1171;TR41;
1172;TR42;
1173;TR43;
1174;TR44;
1175;TR45;
1176;TR46;
1177;TR47;
1178;TR48;
1179;TR49;
1180;TR50;
1181;TR51;
1182;TR52;
1183;TR53;
1184;TR54;
1185;TR55;
1186;TR56;
1187;TR57;
1188;TR58;
1189;TR59;
1190;TR60;
1191;TR61;
1192;TR62;
1193;TR63;
1194;TR64;
1195;TR65;
1196;TR66;
1197;TR67;
1198;TR68;
1199;TR69;
1200;TR70;
1201;TR71;
1202;TR72;
1203;TR73;
1204;TR74;
1205;TR75;
1206;TR76;
1207;TR77;
1208;TR78;
1209;TR79;
1210;TR80;
1211;TR81;
1212;TR82;
1213;TR83;
1214;TR84;
1215;TR85;
1216;TR86;
1217;TR87;
1218;TR88;
1219;TR89;
1220;TR90;
1221;TR91;
1222;TR92;
1223;TR93;
1224;TR94;
1225;TR95;
1226;TR96;
1227;TR97;
1228;TR98;
1229;TR99;
1230;TM00;
1231;Lonely Mint;
1232;Adamant Mint;
1233;Naughty Mint;
1234;Brave Mint;
1235;Bold Mint;
1236;Impish Mint;
1237;Lax Mint;
1238;Relaxed Mint;
1239;Modest Mint;
1240;Mild Mint;
1241;Rash Mint;
1242;Quiet Mint;
1243;Calm Mint;
1244;Gentle Mint;
1245;Careful Mint;
1246;Sassy Mint;
1247;Timid Mint;
1248;Hasty Mint;
1249;Jolly Mint;
1250;Naive Mint;
1251;Serious Mint;
1252;Wishing Piece;
1253;Cracked Pot;
1254;Chipped Pot;
1255;Hi-tech Earbuds;
1256;???;
1257;???;
1258;???;
1259;???;
1260;???;
1261;???;
1262;???;
1263;???;
1264;???;
1265;???;
1266;Rotom Bike;
1267;Catching Charm;
1268;Wishing Charm;
1269;Old Letter;
1270;Band Autograph;
1271;Sonia's Book;
1272;???;
1273;???;
1274;???;
1275;???;
1276;???;
1277;???;
1278;Rotom Catalog;
