28;Sandslash can roll up its body as if it were a ball covered with large spikes. In battle, this Pokémon will try to make the foe flinch by jabbing it with its spines.;Sandamer kann sich zu einem Ball mit langen Stacheln zusammenrollen. Im Kampf schlägt es seine Gegner in die Flucht, indem es sie mit seinen Stacheln sticht. Dann springt es sie an und schlägt mit seinen scharfen Klauen zu.;
29;Nidoran} has barbs that secrete a powerful poison. They are thought to have developed as protection for this small-bodied Pokémon.;Nidoran} besitzt Widerhaken, die ein starkes Gift ausstoßen. Sie sind vermutlich zum Schutz dieses schmächtigen Pokémon entstanden. Wenn es wütend wird, stößt es ein gefährliches Gift aus seinem Horn aus.;
30;When Nidorina are with their friends or family, they keep their barbs tucked away to prevent hurting each other.;Wenn Nidorina mit seinen Freunden oder seiner Familie zusammen ist, zieht es seine Widerhaken ein, damit es niemanden verletzt. Dieses Pokémon wird nervös, wenn man es von seinen Artgenossen trennt.;
31;Nidoqueen's body is encased in extremely hard scales. It is adept at sending foes flying with harsh tackles.;Nidoqueens Körper ist mit sehr harten Schuppen bedeckt. Es ist sehr geschickt darin, Gegner mit harten Attacken wegzuschleudern. Dieses Pokémon entwickelt die größte Kraft, wenn es seine Jungen verteidigt.;
32;Nidoran{ has developed muscles for moving its ears. Thanks to them, the ears can be freely moved in any direction.;Nidoran{ hat Muskeln entwickelt, um seine Ohren bewegen zu können. Dadurch kann es sie in jede beliebige Richtung wenden. Diesem Pokémon entgeht nicht das leiseste Geräusch.;
33;If it senses a hostile presence, all the barbs on its back bristle up at once, and it challenges the foe with all its might.;Nidorino besitzt ein Horn, das sogar härter ist als ein Diamant. Wenn es einen Feind wahrnimmt, stellen sich all die Widerhaken auf seinem Rücken auf und es schlägt den Gegner mit aller Kraft in die Flucht.;
34;Nidoking's thick tail packs enormously destructive power. With one swing, it can topple a metal transmission tower.;Nidokings Schweif ist enorm stark. Mit einer Bewegung kann es einen metallenen Sendemast zum Einsturz bringen. Wenn es in Rage gerät, ist es nur schwer aufzuhalten.;
35;When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other.;In Vollmondnächten zeigt sich dieses Pokémon. Wenn es Tag wird, kehrt Piepi zu seinem Zufluchtsort in den Bergen zurück und schläft eingekuschelt neben seinen Artgenossen ein.;
36;Clefable moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water.;Pixi bewegt sich fort, indem es leicht mit den Flügeln schlägt. Durch seinen federnden Gang kann es sogar über Wasser gehen. Bei Mondschein unternimmt es Spaziergänge auf Seen.;
37;During the daytime, when the temperatures rise, this Pokémon releases flames from its mouth to prevent its body from growing too hot.;In Vulpix' Körper brennt eine Flamme, die niemals erlischt. Am Tage, wenn die Temperaturen steigen, stößt dieses Pokémon Flammen aus seinem Mund aus. So schützt es sich davor, dass sein Körper zu heiß wird.;
38;Legend has it that Ninetales came into being when nine wizards possessing sacred powers merged into one.;Eine Legende besagt, dass Vulnona zu existieren begann, als neun Zauberer mit heiligen Kräften zu einem verschmolzen. Dieses Pokémon ist hochintelligent und versteht die menschliche Sprache.;
39;If it is in a battle against an opponent that does not easily fall asleep, Jigglypuff cannot breathe, endangering its life.;Während dieses Pokémon singt, holt es niemals Luft. Im Kampf gegen einen Gegner, der nicht so leicht in Schlaf zu versetzen ist, kann Pummeluff nicht atmen. Leider gefährdet es sich dadurch selbst.;
40;By inhaling deeply, this Pokémon can inflate itself seemingly without end. Once inflated, Wigglytuff bounces along lightly like a balloon.;Knuddeluffs Körper ist sehr dehnbar. Indem es tief einatmet, kann sich dieses Pokémon selbst aufblasen. Wenn es aufgepumpt ist, hüpft es wie ein Luftballon umher.;
41;During the daytime, it stays in caves or under the eaves of old houses, sleeping while hanging upside down.;Zubat meidet Sonnenlicht, da es dadurch krank würde. Am Tage hält es sich in Höhlen oder unter den Dachrinnen alter Häuser auf. Dort schläft es mit dem Kopf nach unten.;
42;It becomes active on inky dark moonless nights, flying around to attack people and Pokémon.;Golbat beißt seine Beute mit seinen vier Reißzähnen und trinkt das Blut seiner Opfer. Es wird in Nächten aktiv, in denen nicht einmal der Mond scheint. Es fliegt dann durch die Dunkelheit und greift Menschen und Pokémon an.;
43;During the daytime, while it is planted, this Pokémon's feet are thought to change shape and become similar to the roots of trees.;Myrapla sucht nach fruchtbarem, nahrhaftem Boden und pflanzt sich selbst darin ein. Solange es eingepflanzt ist, nehmen seine Füße tagsüber die Gestalt von Baumwurzeln an.;
44;From its mouth Gloom drips honey that smells absolutely horrible. Apparently, it loves the horrid stench.;Aus Duflors Mund tropft übelst riechender Honig. Diesen Gestank scheint es zu lieben, denn es schnieft die giftigen Dämpfe ein und sabbert danach noch mehr Honig.;
45;Vileplume has the world's largest petals. They are used to attract prey that are then doused with toxic spores.;Giflor hat die größten Blätter der Welt. Sie ziehen Beute an und bestäuben sie mit giftigen Sporen. Wenn die Beute sich nicht mehr rührt, fängt dieses Pokémon sie und frisst sie auf.;
46;Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this Bug Pokémon host.;Auf Paras' Rücken wachsen parasitäre Pilze, die Tochukaso genannt werden. Sie wachsen, indem sie dem Käfer-Pokémon Nährstoffe entziehen. Sie sind sehr wertvoll als lebensverlängernde Medizin.;
47;Parasect is known to infest large trees en masse and drain nutrients from the lower trunk and roots.;Parasek sucht große Bäume heim und entzieht Nährstoffe aus Stamm und Wurzeln. Wenn ein befallener Baum stirbt, sucht es sich zusammen mit seinen Artgenossen einen neuen Wirt.;
48;Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection.;Bluzuk hat einen Pelz aus dünnen Borsten entwickelt, der dem Schutz seines Körpers dient. Es hat große Augen, denen auch winzig kleine Beute nicht entgeht.;
49;Venomoth is nocturnal. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness.;Omot ist ein nachtaktives Pokémon. Kleine Insekten, die vom Licht in der Dunkelheit angezogen Straßenlaternen umschwärmen, sind seine bevorzugte Beute.;
50;Diglett are raised in most farms. The reason is simple- wherever this Pokémon burrows, the soil is left perfectly tilled for planting crops.;Digda wird zumeist auf Farmen gezüchtet. Denn wo auch immer dieses Pokémon zu graben beginnt, hinterlässt es Erde, die für das Anpflanzen von Feldfrüchten perfekt geeignet und für den Anbau köstlichen Gemüses ideal ist.;
51;Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets.;Digdri sind Drillinge, die aus einem Körper entstanden sind. Daher denken alle Köpfe gleich. Sie arbeiten so gut zusammen, dass sie endlos graben können.;
52;Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps.;Mauzi zieht seine scharfen Krallen ein, um umherschleichen zu können, ohne verräterische Spuren zu hinterlassen. Dieses Pokémon hat eine Vorliebe für Münzen, die das Licht reflektieren.;
53;Persian has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the Pokémon's surrounding vicinity.;Snobilikat hat sechs dicke Schnurrhaare, wodurch es Furcht einflößend wirkt. Durch diese nimmt es wahr, wenn sich etwas in seiner Nähe bewegt. Es wird sehr zutraulich, wenn man es an den Schnurrhaaren berührt.;
54;If it uses its mysterious power, Psyduck can't remember having done so.;Enton besitzt mystische Kräfte. Wenn es sie einsetzt, erinnert es sich nicht mehr daran. Es kann ein solches Ereignis offensichtlich nicht im Gedächtnis behalten, da es sich in einen tiefschlafähnlichen Zustand versetzt.;
55;It swims effortlessly, even in a rough, stormy sea. It sometimes rescues people from wrecked ships floundering in high seas.;Entoron ist der schnellste Schwimmer von allen Pokémon. Es schwimmt mit Leichtigkeit auch durch eine raue, stürmische See. Manchmal rettet es Menschen, die in Seenot geraten sind und auf dem Meer treiben.;
56;When Mankey starts shaking and its nasal breathing turns rough, it's a sure sign that it is becoming angry.;Wenn Menki sich schüttelt und schwer durch die Nase atmet, dann ist es wütend. Da es blitzartig in Raserei gerät, ist es unmöglich, seinem Zorn zu entkommen.;
57;When Primeape becomes furious, its blood circulation is boosted. In turn, its muscles are made even stronger.;Wenn Rasaff wütend ist, wird seine Blutzirkulation gesteigert und seine Muskeln werden noch stärker. Allerdings sinkt dabei auch die Fähigkeit logischen Denkens.;
58;Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won't forget the scent, no matter what.;Fukano hat einen ausgezeichneten Geruchssinn. Wenn dieses Pokémon einmal einen Geruch wahrgenommen hat, vergisst es ihn nicht mehr. Es benutzt diese Fähigkeit dazu, die Gefühlslage von Lebewesen zu erkennen.;
59;Arcanine is known for its high speed. It is said to be capable of running over 10,000 km in a single day and night.;Arkani ist sehr schnell. Es kann an einem Tag fast 10 000 km zurücklegen. Das Feuer, das im Innern dieses Pokémon lodert, dient ihm als Energiequelle.;
60;Poliwag has a very thin skin. It is possible to see the Pokémon's spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible.;Quapsel hat eine sehr dünne Haut. Durch sie hindurch kann man sogar sein spiralförmiges Inneres sehen. Obwohl seine Haut so dünn ist, ist sie sehr elastisch. Selbst scharfe Reißzähne können sie nicht durchdringen.;
61;The surface of Poliwhirl's body is always wet and slick with a slimy fluid. It can easily slip and slide out of the clutches of any enemy in battle.;Quaputzis Körper ist immer feucht und glitschig. Dadurch kann es während eines Kampfes leicht der Umklammerung eines Gegners entkommen.;
62;Poliwrath's highly developed, brawny muscles never grow fatigued, however much it exercises.;Quappo besitzt hochentwickelte, starke Muskeln, die niemals ermüden. Es ist so kräftig, dass es mühelos große Ozeane durchschwimmen kann.;
63;Abra needs to sleep for eighteen hours a day. If it is attacked, Abra escapes using Teleport while it is still sleeping.;Abra braucht 18 Stunden Schlaf pro Tag, sonst verliert es die Fähigkeit, seine telekinetischen Kräfte zu nutzen. Abra flüchtet mithilfe von Teleport, schläft dabei aber weiter.;
64;Kadabra holds a silver spoon in its hand. Without the spoon, the Pokémon is said to be limited to half the usual amount of its telekinetic powers.;Kadabra hält einen silbernen Löffel in der Hand. Es verstärkt damit die Alphawellen in seinem Gehirn. Ohne den Löffel könnte dieses Pokémon nur die Hälfte seiner telekinetischen Kräfte nutzen.;
65;Alakazam's brain continually grows, infinitely multiplying brain cells. This amazing brain gives this Pokémon an astoundingly high IQ of 5,000.;Simsalas Hirn wächst stetig weiter und seine Gehirnzellen werden unendlich vervielfacht. Durch sein verblüffendes Gehirn erreicht dieses Pokémon einen IQ von 5 000. Es erinnert sich an alles, was in der Welt passiert ist.;
66;Machop exercises by hefting around a Graveler as if it were a barbell. There are some Machop that travel the world in a quest to master all kinds of martial arts.;Machollo trainiert, indem es ein Georok hochhebt, als wäre es eine Hantel. Es gibt auch Machollo, die durch die Welt reisen, um alle Arten der Kampfkunst zu erlernen.;
67;Machoke undertakes bodybuilding every day even as it helps people with tough, physically demanding labor.;Maschock stählt seinen Körper jeden Tag, zum Beispiel indem es Menschen bei einer harten körperlichen Arbeit hilft. An seinen freien Tagen begibt es sich auf Felder und Berge, um zu trainieren.;
68;Machamp is known as the Pokémon that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over.;Machomei wurde berühmt, da es alle Arten der Kampfkunst beherrscht. Wenn es einen Gegner mit seinen vier Armen zu fassen gekriegt hat, ist der Kampf so gut wie vorbei. Es schleudert ihn dann nämlich weit über den Horizont hinaus.;
69;Bellsprout's thin and flexible body lets it bend and sway to avoid any attack, however strong it may be.;Knofensas schlanker und elastischer Körper ermöglicht es ihm, jeglichem Angriff auszuweichen, so heftig dieser auch sein mag. Dieses Pokémon spuckt eine ätzende Flüssigkeit aus, die sogar Eisen zersetzen kann.;
70;Weepinbell has a large hook on its rear end. At night, the Pokémon hooks on to a tree branch and goes to sleep.;Ultrigaria hat einen großen Haken an seinem Hinterteil. Nachts hängt sich dieses Pokémon zum Schlafen an einen Ast. Wenn es sich im Schlaf bewegt, kann es passieren, dass es auf dem Boden wieder aufwacht.;
71;Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey.;Aus Sarzenias Kopf ragt eine lange Ranke hervor, die es bewegt, als wäre sie ein kleines Lebewesen. Nähert sich ahnungslose Beute dieser Falle, verschlingt Sarzenia sie im Ganzen.;
72;Tentacool absorbs sunlight and refracts it using water inside its body to convert it into beam energy.;Tentacha nimmt Sonnenlicht auf und bricht es in seinem Körper mithilfe von Wasser, um es in Strahlenenergie umzuwandeln. Dieses Pokémon verschießt Strahlen aus dem kleinen, runden Organ über seinen Augen.;
73;It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time.;Tentoxa besitzt Tentakel, die es jederzeit ausfahren und einziehen kann. Es fängt damit Beute und schwächt diese, indem es ihr ein starkes Gift verabreicht. Es kann bis zu 80 Opfer gleichzeitig fangen.;
74;When Geodude sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly.;Wenn Kleinstein tief und fest schläft, gräbt es sich selbst zur Hälfte im Boden ein. Selbst wenn Wanderer versehentlich auf Kleinstein treten, wacht es nicht auf. Am Morgen rollt es auf der Suche nach Nahrung den Berg herunter.;
75;This Pokémon will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom.;Steine sind Georoks Lieblingsspeise. Dieses Pokémon klettert vom Fuße eines Berges zu seinem Gipfel empor und zermalmt dabei das Gestein. Wenn es den Gipfel erreicht hat, rollt es wieder herunter.;
76;Golem is known for rolling down from mountains.;Geowaz ist dafür bekannt, dass es Berghänge herunterrollt.;
77;Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent.;Nach seiner Geburt ist Ponita sehr schwach. Es braucht sehr lange, bis es auf allen Vieren steht. Dieses Pokémon wird stärker, da es bei dem Versuch, mit seinen Eltern Schritt zu halten, immer wieder stolpert und hinfällt.;
78;When this Pokémon turns serious, its fiery manes flare and blaze as it gallops its way up to 240 km/h.;Man kann Gallopa dabei beobachten, wie es fröhlich über Felder und Wiesen galoppiert. Wenn dieses Pokémon jedoch Ernst macht, erreicht es bis zu 240 km/h. Dann beginnt seine Mähne zu lodern.;
79;Slowpoke uses its tail to catch prey by dipping it in water at the side of a river.;Flegmon benutzt seinen Schweif, um Beute zu fangen, indem es ihn an einem Flussufer ins Wasser taucht. Dieses Pokémon vergisst häufig, was es gerade tun wollte, und verbringt ganze Tage damit, am Ufer herumzutrödeln.;
80;Slowbro's tail has a Shellder firmly attached with a bite. As a result, the tail can't be used for fishing anymore.;An Lahmus' Schweif hat sich ein Muschas festgebissen. Daher kann es ihn nicht mehr zum Fischen benutzen und ist dazu gezwungen, umherzuschwimmen und Ausschau nach Beute zu halten.;
81;Magnemite floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity.;Magnetilo segelt durch die Luft und sendet dabei elektromagnetische Wellen an beiden Seiten seines Körpers aus. Dieses Pokémon wird flugunfähig, wenn die Stromquelle in seinem Inneren erschöpft ist.;
82;Magneton emits a powerful magnetic force that is fatal to electronics and precision instruments.;Magneton strahlt eine starke magnetische Energie ab, die für elektronische Geräte und Präzisionsinstrumente sehr schädlich ist. In einigen Städten werden die Bewohner gebeten, dieses Pokémon in einem Pokéball zu halten.;
83;Farfetch'd is always seen with a stalk from a plant of some sort. Apparently, there are good stalks and bad stalks.;Porenta trifft man immer mit einem Pflanzenstängel an, dessen Qualität unterschiedlich ausfallen kann. Von diesem Pokémon wird behauptet, es kämpfe gegen die eigenen Artgenossen um die besten Stängel.;
84;Doduo's two heads contain completely identical brains. Only on rare occasions, there will be examples of this Pokémon possessing different sets of brains.;Dodu hat zwei Köpfe mit absolut identischen Gehirnen. Eine wissenschaftliche Studie hat allerdings nachgewiesen, dass es auch Exemplare dieses Pokémon gibt, die zwei unterschiedliche Gehirne haben.;
85;Apparently, the heads aren't the only parts of the body that Dodrio has three of.;Dodri hat nicht nur drei Köpfe, auch andere Körperteile sind dreifach vorhanden. Es besitzt drei Herzen und drei Lungen, sodass es lange Strecken ohne Pause rennen kann.;
86;Seel hunts for prey in the frigid sea underneath sheets of ice.;Jurob jagt unter der frostigen Oberfläche des Eismeeres nach Beute. Zum Luftholen schlägt es mit dem vorstehenden Teil seines Kopfes ein Loch ins Eis.;
87;Dewgong loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.;Jugong liebt es, auf bitterkalten Eisschollen ein Nickerchen zu machen. Ein Seemann, der ein solches Pokémon eines Tages auf einem Eisberg schlafen sah, hielt es für eine Meerjungfrau.;
88;Grimer emerged from the sludge that settled on a polluted seabed. This Pokémon loves anything filthy.;Sleima ist aus dem Schlamm eines verseuchten Flussbetts entstanden. Dieses Pokémon liebt verschmutzte Dinge. Es scheidet ständig eine mit Bakterien verseuchte Flüssigkeit aus seinem ganzen Körper aus.;
89;In dirty towns where people think nothing of throwing away litter on the streets, Muk are certain to gather.;Sleimoks Lieblingsspeise ist alles, was widerlich verschmutzt ist. In dreckigen Städten, in denen sich Menschen nichts dabei denken, wenn sie Müll auf die Straße werfen, lassen sich diese Pokémon mit Vorliebe in Scharen nieder.;
90;At night, this Pokémon uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it.;Nachts verwendet dieses Pokémon seine breite Zunge, um ein Loch in den Meeresboden zu graben. Darin schläft es. Dabei schließt es seine Schale, lässt aber seine Zunge heraushängen.;
91;Cloyster is capable of swimming in the sea. It does so by swallowing water, then jetting it out toward the rear.;Austos kann im Meerwasser schwimmen, indem es Wasser schluckt und mit Druck wieder herausspritzt. Auf dieselbe Weise verschießt dieses Pokémon scharfe Stacheln.;
92;Gastly is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away.;Nebulak hat einen gasförmigen Körper. Wenn es starkem Wind ausgesetzt wird, kann es davongeweht werden. Scharen dieser Pokémon sammeln sich unter Dachrinnen, um sich vor dem gefährlichen Wind zu schützen.;
93;Haunter is a dangerous Pokémon. If one beckons you while floating in darkness, you must never approach it.;Alpollo ist ein gefährliches Pokémon. Wenn es dir ein Zeichen gibt, während es durch die Dunkelheit schwebt, darfst du dich ihm nicht nähern. Dieses Pokémon wird versuchen, an dir zu lecken und dein Leben zu stehlen.;
94;Sometimes, on a dark night, your shadow thrown by a streetlight will suddenly overtake you. It is a Gengar running past you, pretending to be your shadow.;Nachts kann es passieren, dass dich dein Schatten im Licht einer Straßenlaterne plötzlich überholt. Dann ist es ein Gengar, das an dir vorbeiläuft und sich als dein Schatten ausgibt.;
95;Onix has a magnet in its brain. It acts as a compass so that this Pokémon does not lose direction while it is tunneling.;Onix hat einen Magneten in seinem Gehirn. Er dient ihm als Kompass, sodass es beim Graben von Tunneln nicht die Orientierung verliert. Wenn es älter wird, wird sein Körper immer runder und glatter.;
96;If your nose becomes itchy while you are sleeping, it's a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream.;Wenn dir im Schlaf die Nase juckt, ist das ein sicheres Zeichen dafür, dass eines dieser Pokémon über deinem Kissen schwebt, um deinen Traum durch deine Nasenlöcher hindurch zu verspeisen.;
97;Hypno holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis.;Hypno hält ein Pendel in der Hand. Das Schwingen und Glitzern des Pendels versetzt seine Feinde in eine tiefe Hypnose. Während dieses Pokémon auf der Suche nach Beute ist, poliert es sein Pendel.;
98;Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches, they can be seen squabbling with each other over territory.;Krabby lebt an Stränden, in Löchern im Sand. An Sandstränden, an denen es wenig Nahrung findet, sieht man dieses Pokémon mit Artgenossen streiten.;
99;It waves this huge claw in the air to communicate with others. However, because the claw is so heavy, the Pokémon quickly tires.;Kingler hat eine riesige Schere. Es winkt damit, um mit anderen zu kommunizieren. Da seine Schere aber so schwer ist, wird dieses Pokémon schnell müde.;
100;It is rumored that it was first created when a Poké Ball was exposed to a powerful pulse of energy.;Voltobal ist äußerst empfindlich, es explodiert schon bei der leichtesten Erschütterung. Man munkelt, es sei entstanden, als ein Pokéball einen starken elektrischen Schlag bekommen hat.;
101;It is a problematical Pokémon that congregates mostly at electrical power plants to feed on electricity that has just been generated.;Typisch für Lektrobal ist seine große Faszination für Elektrizität. Es ist ein problematisches Pokémon, das sich meistens in Kraftwerken niederlässt, wo es sich von frisch erzeugtem Strom ernähren kann.;
