28;Sand is hurled in the target's face, reducing the target's accuracy.;Senkt Genauigkeit des Zieles, indem ihm Sand ins Gesicht geworfen wird.;
29;The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.;Rammt das Ziel mit einer Kopfnuss. Ziel schreckt eventuell zurück.;
30;The target is jabbed with a sharply pointed horn to inflict damage.;Spießt das Ziel mit einem spitzen Horn auf.;
31;The target is jabbed repeatedly with a horn or beak two to five times in a row.;Spießt das Ziel zwei- bis fünfmal mit spitzem Horn oder Schnabel auf.;
32;The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.;Attacke, bei der ein Horn als Bohrer eingesetzt wird. Ist sie erfolgreich, führt sie zu einem K.O.;
33;A physical attack in which the user charges and slams into the target with its whole body.;Trifft das Ziel mit vollem Körpereinsatz.;
34;The user drops onto the target with its full body weight. This may also leave the target with paralysis.;Trifft das Ziel mit vollem Körpereinsatz. Bewirkt eventuell Paralyse.;
35;A long body, vines, or the like are used to wrap and  squeeze the target for four to five turns.;Umwickelt das Ziel über vier bis fünf Runden mit Ranken oder Ähnlichem und fügt ihm Schaden zu.;
36;A reckless, full-body charge attack for slamming into the target. This also damages the user a little.;Rücksichtslose Attacke, bei der sich der Anwender selbst leicht verletzt.;
37;The user rampages and attacks for two to three turns. The user then becomes confused.;Attacke über zwei bis drei Runden, die den Anwender danach verwirrt.;
38;A reckless, life-risking tackle. This also damages the user quite a lot.;Lebensgefährlicher Angriff, bei dem sich der Anwender selbst verletzt.;
39;The user wags its tail cutely, making opposing Pokémon less wary and lowering their Defense stat.;Hieb mit dem Schweif. Senkt die Verteidigung des Zieles.;
40;The user stabs the target with a poisonous stinger. This may also poison the target.;Angriff mit Giftstachel. Das Ziel wird eventuell vergiftet.;
41;The user damages the target twice in succession by jabbing it with two spikes. This may also poison the target.;Stacheln treffen das Ziel zweimal. Das Ziel wird eventuell vergiftet.;
42;Sharp spikes are shot at the target in rapid succession. They hit two to five times in a row.;Spitze Nadeln treffen das Ziel zwei- bis fünfmal hintereinander.;
43;The user gives opposing Pokémon an intimidating leer that lowers the Defense stat.;Der Verteidigungs-Wert gegnerischer Pokémon wird durch einen angsteinflößenden Blick gesenkt.;
44;The target is bitten with viciously sharp fangs. This may also make the target flinch.;Beißt zu und lässt das Ziel eventuell zurückschrecken.;
45;The user growls in an endearing way, making opposing Pokémon less wary. This lowers their Attack stat.;Der Anwender nimmt das Ziel für sich ein und senkt dessen Angriffs-Wert.;
46;The target is scared off, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.;Verjagt das Ziel und ersetzt es durch ein anderes Pokémon. Beendet den Kampf in der Wildnis.;
47;A soothing lullaby is sung in a calming voice that puts the target into a deep slumber.;Ein Lied, das das Ziel in tiefen Schlaf versetzt.;
48;The user generates odd sound waves from its body that confuse the target.;Ausstoß bizarrer Schallwellen. Das Ziel wird verwirrt.;
49;The target is hit with a destructive shock wave that always inflicts 20 HP damage.;Das Ziel wird von einer Schockwelle getroffen, die stets 20 KP Schaden anrichtet.;
50;For four turns, this move prevents the target from using the move it last used.;Die zuletzt eingesetzte Attacke des Zieles wird für vier Runden blockiert.;
51;The opposing Pokémon are attacked with a spray of harsh acid. This may also lower their Sp. Def stat.;Versprüht ätzende Flüssigkeit, die eventuell die Spezial-Verteidigung der gegnerischen Pokémon senkt.;
52;The target is attacked with small flames. This may also leave the target with a burn.;Schwache Feuer-Attacke, durch die das Ziel eventuell Verbrennungen erleidet.;
53;The target is scorched with an intense blast of fire. This may also leave the target with a burn.;Starke Feuer-Attacke, durch die das Ziel eventuell Verbrennungen erleidet.;
54;The user cloaks itself and its allies in a white mist that prevents any of their stats from being lowered for five turns.;Anwender schützt das Team mit einem Nebel. Verhindert Statussenkungen für fünf Runden.;
55;The target is blasted with a forceful shot of water.;Das Ziel wird mit Wasser bespritzt.;
56;The target is blasted by a huge volume of water launched under great pressure.;Spritzt eine Menge Wasser mit Hochdruck auf das Ziel.;
57;The user attacks everything around it by swamping its surroundings with a giant wave.;Anwender greift mit einer gewaltigen Welle alle Pokémon im Umkreis an.;
58;The target is struck with an icy-cold beam of energy. This may also leave the target frozen.;Das Ziel wird von einem Eisstrahl getroffen und friert eventuell ein.;
59;A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.;Ein Schneesturm wütet, der gegnerische Pokémon einfrieren kann.;
60;The target is attacked with a peculiar ray. This may also leave the target confused.;Feuert einen Strahl ab, der das Ziel verwirren kann.;
61;A spray of bubbles is forcefully ejected at the target. This may also lower its Speed stat.;Versprüht Blasen, die eventuell den Initiative-Wert des Zieles senken.;
62;The target is hit with a rainbow-colored beam. This may also lower the target's Attack stat.;Regenbogenfarbener Strahl, der eventuell den Angriffs-Wert des Zieles senkt.;
63;The target is attacked with a powerful beam. The user can't move on the next turn.;Starke Attacke, die den Anwender zwingt, eine Runde auszusetzen.;
64;The target is jabbed with a sharply pointed beak or horn.;Greift das Ziel mit dem Schnabel oder Horn an.;
65;A corkscrewing attack with a sharp beak acting as a drill.;Korkenzieherangriff, bei dem der Schnabel als Bohrer dient.;
66;The user grabs the target and recklessly dives for the ground. This also damages the user a little.;Harte Körperattacke, bei der sich der Anwender selbst leicht verletzt.;
67;A powerful low kick that makes the target fall over. The heavier the target, the greater the move's power.;Ein Tritt, der das Ziel umwirft. Je schwerer das Ziel ist, desto mehr Schaden fügt ihm die Attacke zu.;
68;A retaliation move that counters any physical attack, inflicting double the damage taken.;Kontert physische Treffer und fügt dem Ziel das Doppelte des Schadens zu, den der Anwender erlitten hat.;
69;The target is thrown using the power of gravity. It inflicts damage equal to the user's level.;Ziel wird mit der Kraft der Gravitation umgeworfen. Richtet Schaden gemäß dem Level des Anwenders an.;
70;The target is slugged with a punch thrown at maximum power.;Das Ziel wird extrem stark getroffen.;
71;A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.;Attacke, die die Hälfte des Schadens absorbiert.;
72;A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.;Attacke, die die Hälfte des Schadens absorbiert.;
73;A seed is planted on the target. It steals some HP from the target every turn.;Ziel wird bepflanzt und verliert jede Runde KP, die ein Pokémon aus dem Team des Anwenders heilen.;
74;The user's body grows all at once, raising the Attack and Sp. Atk stats.;Der Körper wächst. Dadurch steigen Angriff und Spezial-Angriff.;
75;Sharp-edged leaves are launched to slash at the opposing Pokémon. Critical hits land more easily.;Greift gegnerische Pokémon mithilfe von Blättern an. Hohe Volltrefferquote.;
76;In this two-turn attack, the user gathers light, then blasts a bundled beam on the next turn.;Absorbiert Licht in Runde 1. In Runde 2 erfolgt der Angriff.;
77;The user scatters a cloud of poisonous dust that poisons the target.;Verstreut giftigen Puder, der das Ziel eventuell vergiftet.;
78;The user scatters a cloud of numbing powder that paralyzes the target.;Verstreut lähmenden Puder, der das Ziel eventuell paralysiert.;
79;The user scatters a big cloud of sleep-inducing dust around the target.;Verstreut Schlafpuder, der das Ziel eventuell in Schlaf versetzt.;
80;The user attacks the target by scattering petals for two to three turns. The user then becomes confused.;Angriff mit Blütenblättern für zwei bis drei Runden. Danach wird der Angreifer verwirrt.;
81;The opposing Pokémon are bound with silk blown from the user's mouth that harshly lowers the Speed stat.;Umwickelt gegnerische Pokémon mit Fäden aus dem Mund und senkt ihren Initiative-Wert.;
82;This attack hits the target with a shock wave of pure rage. This attack always inflicts 40 HP damage.;Stößt eine wutgeladene Schockwelle aus, die stets 40 KP Schaden anrichtet.;
83;The target becomes trapped within a fierce vortex of fire that rages for four to five turns.;Das Ziel wird für vier bis fünf Runden in einem Feuerkreis gefangen.;
84;A jolt of electricity crashes down on the target to inflict damage. This may also leave the target with paralysis.;Eine Elektro-Attacke, die das Ziel eventuell paralysiert.;
85;A strong electric blast crashes down on the target. This may also leave the target with paralysis.;Eine starke Elektro-Attacke, die das Ziel eventuell paralysiert.;
86;The user launches a weak jolt of electricity that paralyzes the target.;Ein schwacher Stromstoß, der das Ziel paralysiert.;
87;A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.;Eine verheerende Elektro-Attacke, die das Ziel eventuell paralysiert.;
88;The user picks up and throws a small rock at the target to attack.;Das Ziel wird mit einem kleinen Stein beworfen.;
89;The user sets off an earthquake that strikes every Pokémon around it.;Ein mächtiges Beben, das alle Pokémon im Umkreis trifft.;
90;The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits.;Das Ziel wird in eine Erdspalte geworfen. Ist die Attacke erfolgreich, führt sie zu einem K.O.;
91;The user burrows, then attacks on the next turn.;In Runde 1 gräbt sich der Anwender ein und in Runde 2 greift er an.;
92;A move that leaves the target badly poisoned. Its poison damage worsens every turn.;Vergiftet das Ziel mit einem potenten Toxin schwer. Die Vergiftung wird von Runde zu Runde stärker.;
93;The target is hit by a weak telekinetic force. This may also confuse the target.;Das Ziel wird von schwacher telekinetischer Energie getroffen und eventuell verwirrt.;
94;The target is hit by a strong telekinetic force. This may also lower the target's Sp. Def stat.;Starke Psycho-Attacke, die eventuell die Spezial-Verteidigung des Zieles senkt.;
95;The user employs hypnotic suggestion to make the target fall into a deep sleep.;Hypnose-Attacke, die das Ziel in Schlaf versetzt.;
96;The user meditates to awaken the power deep within its body and raise its Attack stat.;Anwender aktiviert Kräfte, die tief in seinem Inneren schlummern, und erhöht so seinen Angriffs-Wert.;
97;The user relaxes and lightens its body to move faster. This sharply raises the Speed stat.;Entspannt den Körper, um den Initiative-Wert stark zu erhöhen.;
98;The user lunges at the target at a speed that makes it almost invisible. This move always goes first.;Bei dieser Erstschlag-Attacke stürzt sich der Anwender so schnell auf das Ziel, dass er quasi unsichtbar wird.;
99;As long as this move is in use, the power of rage raises the Attack stat each time the user is hit in battle.;Erhöht Angriff des Anwenders, wenn dieser getroffen wird, solange die Attacke aktiviert ist.;
100;Use it to flee from any wild Pokémon.;Ermöglicht die sofortige Flucht vor wilden Pokémon.;
101;The user makes the target see a frightening mirage. It inflicts damage equal to the user's level.;Das Ziel sieht eine Illusion. Richtet Schaden gemäß dem Level des Anwenders an.;
102;The user copies the target's last move. The move can be used during battle until the Pokémon is switched out.;Kopiert die zuvor ausgeführte Attacke des Zieles. Diese kann im Kampf bis zur Auswechslung verwendet werden.;
103;An earsplitting screech harshly lowers the target's Defense stat.;Stößt einen Schrei aus, um die Verteidigung des Zieles stark zu senken.;
104;By moving rapidly, the user makes illusory copies of itself to raise its evasiveness.;Erzeugt durch schnelle Bewegungen Ebenbilder, um den Ausweichwert zu erhöhen.;
105;Restoring its own cells, the user restores its own HP by half of its max HP.;Eine Selbstheilung. KP des Anwenders werden um 50% des maximalen Wertes aufgefüllt.;
106;The user stiffens all the muscles in its body to raise its Defense stat.;Stärkt die Muskulatur und erhöht den Verteidigungs-Wert.;
107;The user compresses its body to make itself look smaller, which sharply raises its evasiveness.;Anwender schrumpft, um seinen Ausweichwert stark zu erhöhen.;
108;The user releases an obscuring cloud of smoke or ink. This lowers the target's accuracy.;Senkt Genauigkeit des Zieles mit Rauch, Tinte oder Ähnlichem.;
109;The target is exposed to a sinister ray that triggers confusion.;Ein fieser Strahl, der das Ziel verwirrt.;
110;The user withdraws its body into its hard shell, raising its Defense stat.;Rückzug in den harten Panzer. Erhöht den Verteidigungs-Wert.;
111;The user curls up to conceal weak spots and raise its Defense stat.;Verbirgt Schwächen durch Einrollen und hebt gleichzeitig den Verteidigungs-Wert.;
112;The user throws up a sturdy wall that sharply raises its Defense stat.;Erzeugt eine Barriere, die den Verteidigungs-Wert stark erhöht.;
113;A wondrous wall of light is put up to reduce damage from special attacks for five turns.;Erzeugt eine Lichtwand und senkt den Schaden durch Spezial-Attacken für fünf Runden.;
114;The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.;Erzeugt einen dunklen Nebel. Alle Veränderungen der Statuswerte der Kampfteilnehmer werden annulliert.;
115;A wondrous wall of light is put up to reduce damage from physical attacks for five turns.;Eine mysteriöse Wand, die für fünf Runden den Schaden von physischen gegnerischen Treffern reduziert.;
116;The user takes a deep breath and focuses so that critical hits land more easily.;Anwender atmet ein und bündelt Kraft. Die Volltrefferquote steigt dadurch.;
117;The user endures attacks for two turns, then strikes back to cause double the damage taken.;Erträgt zwei Runden Angriffe und schlägt dann mit dem doppelten Wert des erlittenen Schadens zurück.;
118;The user waggles a finger and stimulates its brain into randomly using nearly any move.;Bewegt Finger, um das Gehirn zu stimulieren. Wählt zufällig eine Attacke aus.;
119;The user counters the target by mimicking the target's last move.;Kopiert die letzte Attacke des Zieles und greift es an.;
120;The user attacks everything around it by causing an explosion. The user faints upon using this move.;Anwender verursacht eine Explosion, mit der er rundum Riesenschaden anrichtet und selbst kampfunfähig wird.;
121;A large egg is hurled at the target with maximum force to inflict damage.;Ein großes Ei wird auf das Ziel abgefeuert, um ihm zu schaden.;
122;The target is licked with a long tongue, causing damage. This may also leave the target with paralysis.;Leck-Attacke mit langer Zunge. Das Ziel wird eventuell paralysiert.;
123;The target is attacked with a discharge of filthy gases. This may also poison the target.;Angriff mit Gas. Das Ziel kann eventuell vergiftet werden.;
124;Unsanitary sludge is hurled at the target. This may also poison the target.;Wirft Schlamm auf das Ziel. Dieses wird eventuell vergiftet.;
125;The user clubs the target with a bone. This may also make the target flinch.;Schlägt das Ziel mit einer Keule und lässt es eventuell zurückschrecken.;
126;The target is attacked with an intense blast of all-consuming fire. This may also leave the target with a burn.;Feuersbrunst, die das Ziel versengt und ihm eventuell eine Verbrennung zufügt.;
127;The user charges at the target and may make it flinch.;Eine mächtige Attacke, durch die das Ziel eventuell zurückschreckt.;
128;The target is clamped and squeezed by the user's very thick and sturdy shell for four to five turns.;Fängt und quetscht das Ziel über vier bis fünf Runden durch die harte Schale des Anwenders.;
129;Star-shaped rays are shot at the opposing Pokémon. This attack never misses.;Verschießt sternförmige Strahlen, die stets treffen, auf gegnerische Pokémon.;
130;The user tucks in its head to raise its Defense stat on the first turn, then rams the target on the next turn.;Der Anwender erhöht in Runde 1 seine Verteidigung und greift in Runde 2 an.;
131;Sharp spikes are shot at the target in rapid succession. They hit two to five times in a row.;Spitze Nadeln treffen das Ziel zwei- bis fünfmal hintereinander.;
132;The target is attacked with long, creeping tentacles, vines, or the like. This may also lower the target's  Speed stat.;Angriff mit langen Tentakeln oder Ranken. Senkt eventuell den Initiative-Wert.;
133;The user temporarily empties its mind to forget its concerns. This sharply raises the user's Sp. Def stat.;Gedächtnisverlust, der die Spezial-Verteidigung stark erhöht.;
134;The user distracts the target by bending a spoon. This lowers the target's accuracy.;Lenkt Ziel durch Verbiegen eines Löffels ab. Senkt dessen Genauigkeit.;
135;The user restores its own HP by up to half of its max HP.;KP des Anwenders werden um 50% der maximalen KP aufgefüllt.;
136;The target is attacked with a knee kick from a jump. If it misses, the user is hurt instead.;Sprungtritt mit Knie. Bei Misserfolg verletzt sich der Anwender selbst.;
137;The user intimidates the target with the pattern on its belly to cause paralysis.;Schüchtert Ziel mit dem Muster auf seinem Bauch ein, sodass dieses paralysiert wird.;
138;The user eats the dreams of a sleeping target. It absorbs half the damage caused to heal its own HP.;Frisst die Träume eines schlafenden Zieles. Anwender wird um die Hälfte des zugefügten Schadens geheilt.;
139;A cloud of poison gas is sprayed in the face of opposing Pokémon, poisoning those hit.;Hüllt gegnerische Pokémon in ein Gas ein, das sie vergiftet.;
140;Round objects are hurled at the target to strike two to five times in a row.;Wirft zwei- bis fünfmal runde Gegenstände auf das Ziel.;
141;The user drains the target's blood. The user's HP is restored by half the damage taken by the target.;Die Hälfte des zugefügten Schadens wird dem Anwender gutgeschrieben.;
142;With a scary face, the user tries to force a kiss on the target. If it succeeds, the target falls asleep.;Anwender zwingt dem Ziel einen Kuss auf, der Schlaf verursacht.;
143;A second-turn attack move where critical hits land more easily. This may also make the target flinch.;Anwender greift in der zweiten Runde mit hoher Volltrefferquote an. Ziel schreckt eventuell zurück.;
144;The user transforms into a copy of the target right down to having the same move set.;Anwender verwandelt sich in ein Abbild des Zieles und kann so auf die gleichen Attacken zugreifen.;
145;A spray of countless bubbles is jetted at the opposing Pokémon. This may also lower their Speed stat.;Angriff mit Blasen. Initiative-Wert des Zieles wird eventuell gesenkt.;
146;The target is hit with rhythmically launched punches. This may also leave the target confused.;Rhythmische Schläge, die das Ziel verwirren können.;
147;The user scatters bursts of spores that induce sleep.;Erzeugt eine Sporenwolke, die das Ziel in Schlaf versetzt.;
148;The user flashes a bright light that cuts the target's accuracy.;Erzeugt helles Licht, das die Genauigkeit des Zieles senkt.;
149;The target is attacked with an odd psychic wave. The attack varies in intensity.;Anwender erzeugt eine mysteriöse Energiewelle, deren Intensität von Mal zu Mal anders ausfällt.;
150;The user just flops and splashes around to no effect at all|;Nur ein Platscher, der überhaupt nichts bewirkt.;
151;The user alters its cellular structure to liquefy itself, sharply raising its Defense stat.;Verflüssigt Körperzellen des Anwenders. Erhöht den Verteidigungs-Wert stark.;
152;The target is hammered with a large pincer. Critical hits land more easily.;Schlägt mit Schere zu. Hohe Volltrefferquote.;
153;The user attacks everything around it by causing a tremendous explosion. The user faints upon using this move.;Anwender explodiert, richtet bei allen Pokémon im Umkreis großen Schaden an und wird selbst kampfunfähig.;
154;The target is raked with sharp claws or scythes quickly two to five times in a row.;Beharkt das Ziel zwei- bis fünfmal mit scharfen Klauen oder Sicheln.;
155;The user throws the bone it holds. The bone loops around to hit the target twice-coming and going.;Ein Bumerang aus Knochen, der zweimal trifft.;
156;The user goes to sleep for two turns. This fully restores the user's HP and heals any status conditions.;Anwender wird vollkommen geheilt, von allen Statusproblemen befreit und schläft die folgenden zwei Runden.;
157;Large boulders are hurled at the opposing Pokémon to inflict damage. This may also make the opposing Pokémon flinch.;Schleudert riesige Felsen auf gegnerische Pokémon, die eventuell zurückschrecken.;
158;The user bites hard on the target with its sharp front fangs. This may also make the target flinch.;Angriff mit scharfen Reißzähnen. Ziel schreckt eventuell zurück.;
159;The user makes its edges more jagged,  which raises its Attack stat.;Anwender macht seinen Körper kantiger und erhöht so seinen Angriffs-Wert.;
160;The user changes its type to become the same type as the move at the top of the list of moves it knows.;Wandelt den Typ des Anwenders in den Typ seiner ersten Attacke um.;
161;The user strikes with a simultaneous three-beam attack. May also burn, freeze, or paralyze the target.;Feuert drei Strahlen ab. Verursacht eventuell Paralyse, Verbrennung oder Einfrieren.;
162;The user chomps hard on the target with its sharp front fangs. This cuts the target's HP in half.;Greift mit scharfen Reißzähnen an. KP des Zieles werden halbiert.;
163;The target is attacked with a slash of claws or blades. Critical hits land more easily.;Hieb mit Klauen oder Ähnlichem. Hohe Volltrefferquote.;
164;The user makes a copy of itself using some of its HP. The copy serves as the user's decoy.;Anwender setzt eine kleine Menge an KP ein, um einen Doppelgänger zu erzeugen, der für ihn Schläge einsteckt.;
165;This attack is used in desperation only if the user has no PP. It also damages the user a little.;Angriff nur bei verbrauchten AP. Anwender verletzt sich selbst leicht.;
166;It enables the user to permanently learn the move last used by the target. Once used, Sketch disappears.;Anwender erlernt die letzte Attacke des Zieles dauerhaft. Nachahmer verschwindet nach Gebrauch.;
167;A consecutive three-kick attack that becomes more powerful with each successful hit.;Tritt das Ziel ein- bis dreimal nacheinander. Die Härte der Tritte nimmt von Treffer zu Treffer zu.;
168;The user attacks and steals the target's held item simultaneously. The user can't steal anything if it already holds an item.;Ermöglicht es, das Item des Zieles zu stehlen, solang der Anwender selbst keins bei sich trägt.;
169;The user ensnares the target with thin, gooey silk so it can't flee from battle.;Wickelt das Ziel ein. Flucht oder Tausch unmöglich.;
170;The user senses the target's movements with its mind to ensure its next attack does not miss the target.;Ahnt Bewegungen des Zieles voraus, um zu gewährleisten, dass die nächste eigene Attacke trifft.;
171;A sleeping target sees a nightmare that inflicts some damage every turn.;Dem schlafenden Ziel wird durch einen Alptraum in jeder Runde Schaden zugefügt, solang es schläft.;
172;The user cloaks itself in fire and charges at the target. This may also leave the target with a burn.;Anwender hüllt sich in Flammen und rammt das Ziel. Verursacht beim Ziel eventuell Verbrennungen.;
173;This attack can be used only if the user is asleep. The harsh noise may also make the target flinch.;Attacke nur im Schlaf möglich. Ziel schreckt eventuell zurück.;
174;A move that works differently for the Ghost type than for all other types.;Eine Attacke, die bei Geist-Pokémon anders funktioniert.;
175;The user flails about aimlessly to attack. The less HP the user has, the greater the move's power.;Attacke richtet mehr Schaden an, wenn eigene KP niedrig sind.;
176;The user changes its type to make itself resistant to the type of the attack the opponent used last.;Anwender ändert Typ und wird gegen letzten Angriffstyp resistent.;
177;A vortex of air is shot at the target to inflict damage. Critical hits land more easily.;Erzeugt Luftstrudel gegen das Ziel. Hohe Volltrefferquote.;
178;The user releases cotton-like spores that cling to the opposing Pokémon, which harshly lowers their Speed stat.;Wattebäusche heften sich an gegnerische Pokémon, deren Initiative-Wert dadurch stark sinkt.;
179;An all-out attack that becomes more powerful the less HP the user has.;Richtet mehr Schaden an, wenn eigene KP niedrig sind.;
180;The user unleashes its grudge on the move last used by the target by cutting 4 PP from it.;AP der letzten Attacke des Zieles werden um 4 gesenkt.;
181;The user attacks with a chilling gust of powdery snow. This may also freeze the opposing Pokémon.;Angriff mit Schnee, durch den gegnerische Pokémon eventuell eingefroren werden.;
182;Enables the user to evade all attacks. Its chance of failing rises if it is used in succession.;Anwender wehrt jede Attacke ab. Scheitert eventuell bei Wiederholung.;
183;The user throws a punch at blinding speed. This move always goes first.;Bei dieser Erstschlag-Attacke greift der Anwender mit einem extrem schnellen Hieb an.;
184;The user frightens the target with a scary face to harshly lower its Speed stat.;Jagt dem Ziel mit einer Grimasse Angst ein. Dessen Initiative-Wert sinkt stark.;
185;The user approaches the target disarmingly, then throws a sucker punch. This attack never misses.;Anwender nähert sich mit Unschuldsmiene dem Ziel und schlägt zu, sobald dieses unachtsam wird. Ein Treffer ist gewiss.;
186;The user kisses the target with a sweet, angelic cuteness that causes confusion.;Anwender küsst das Ziel, das durch diese Niedlichkeit verwirrt wird.;
187;The user maximizes its Attack stat in exchange for HP equal to half its max HP.;Der Anwender maximiert den Angriffs-Wert auf Kosten der Hälfte seiner maximalen KP.;
188;Unsanitary sludge is hurled at the target. This may also poison the target.;Wirft Schlamm auf das Ziel. Dieses wird eventuell vergiftet.;
189;The user hurls mud in the target's face to inflict damage and lower its accuracy.;Schadet dem Ziel durch Matsch. Dessen Genauigkeit sinkt.;
190;The user attacks by spraying ink in the target's face or eyes. This may also lower the target's accuracy.;Schießt mit Tinte, um Schaden anzurichten und die Genauigkeit zu senken.;
191;The user lays a trap of spikes at the opposing team's feet. The trap hurts Pokémon that switch into battle.;Der Anwender legt Stacheln aus, die gegnerische Pokémon verletzen, die in den Kampf gerufen werden.;
192;The user fires an electric blast like a cannon to inflict damage and cause paralysis.;Kanonenähnlicher Elektro-Schuss, der schadet und paralysiert.;
193;Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit.;Erlaubt es, Geist-Pokémon mit Normal- und Kampf-Attacken anzugreifen. Ignoriert den Fluchtwert des Zieles.;
194;After using this move, if the user faints, the Pokémon that landed the knockout hit also faints. Its chance of failing rises if it is used in succession.;Wird der Anwender nach Einsatz dieser Attacke kampfunfähig, führt dies auch beim Pokémon, das ihn besiegt hat, zum K.O. Scheitert bei Wiederholung.;
195;Any Pokémon that hears this song faints in three turns, unless it switches out of battle.;Wer diese Musik hört, wird nach drei Runden besiegt. Rettung ist durch den Eintausch eines neuen Pokémon möglich.;
196;The user attacks with a gust of chilled air. This also lowers the opposing Pokémon's Speed stats.;Eis-Attacke, die gegnerischen Pokémon Schaden zufügt und ihren Initiative-Wert senkt.;
197;Enables the user to evade all attacks. Its chance of failing rises if it is used in succession.;Anwender wehrt jede Attacke ab. Scheitert eventuell bei Wiederholung.;
198;The user strikes the target with a hard bone two to five times in a row.;Greift Ziel zwei- bis fünfmal in Folge mit einem harten Knochen an.;
199;The user takes sure aim at the target. This ensures the next attack does not miss the target.;Visiert das Ziel an und trifft in der nächsten Runde garantiert.;
200;The user rampages and attacks for two to three turns. The user then becomes confused.;Attacke über zwei bis drei Runden, die den Anwender danach verwirrt.;
201;A five-turn sandstorm is summoned to hurt all combatants except the Rock, Ground, and Steel types. It raises the Sp. Def stat of Rock types.;Sandsturm für fünf Runden. Schadet Pokémon aller Typen außer Gestein, Boden und Stahl. Erhöht die Spezial-Verteidigung von Gesteins-Pokémon.;
